"Date","Decade","Station","Flow","Rain","MaxT","gridRain"
1976-11-18,"70_80","COTT",8.4149,14,164.1,13.6548852920532
1976-11-25,"70_80","COTT",6.97169230769231,16.2,139.3,17.5394094735384
1976-12-02,"70_80","COTT",5.83191461538462,3.6,158.5,6.26373344659805
1976-12-09,"70_80","COTT",4.31858,0,181.7,0
1976-12-16,"70_80","COTT",3.43539,3,192.4,5.61646117269993
1976-12-23,"70_80","COTT",2.84962,3.4,181.9,3.52970165573061
1976-12-30,"70_80","COTT",3.05703,16.6,185.1,19.8107093572617
1977-01-06,"70_80","COTT",0.62853,0,65.9,0
1977-01-08,"70_80","COTT",2.4877,16.2,183.4,17.1862678527832
1977-01-15,"70_80","COTT",1.86444,17,215.3,14.4893846511841
1977-01-22,"70_80","COTT",2.64746,20.2,196.6,32.8012981414795
1977-01-29,"70_80","COTT",1.53414,0,201.5,0
1977-02-05,"70_80","COTT",1.13855,0,223.7,0
1977-02-12,"70_80","COTT",1.75107,17,211.5,15.7847219705582
1977-02-19,"70_80","COTT",0.99569,6.6,238.9,8.53779411315918
1977-02-26,"70_80","COTT",4.2396,122,150.1,124.452197670937
1977-03-05,"70_80","COTT",5.26588230769231,39,152.3,37.9718545675278
1977-03-12,"70_80","COTT",15.4544307692308,60.2,172.6,52.4058999121189
1977-03-19,"70_80","COTT",7.83250615384615,45,161.6,42.2839736938477
1977-03-26,"70_80","COTT",5.42758384615385,3.6,157.3,3.62599754333496
1977-04-02,"70_80","COTT",5.32944230769231,22,143.3,26.0839456319809
1977-04-09,"70_80","COTT",7.41756,58.8,164.4,52.084433555603
1977-04-16,"70_80","COTT",8.5301,0.8,140.4,2.24748563766479
